File Name,Location (ms),Width time (ms),Amplitude,Prominence
stream_00000.mat,5785.519542857142,2.3625142857142856,-0.00016924217925406992,0.00020249607041478157
stream_00000.mat,6429.096228571428,2.640457142857143,-0.0001472256553824991,0.00015296563105948735
stream_00001.mat,4947.243885714285,2.5014857142857143,-0.00014380479115061462,0.00014791714602324646
stream_00003.mat,984.7515428571428,2.223542857142857,-0.00011282681225566193,0.00012046467327309074
stream_00003.mat,4335.074742857142,2.3625142857142856,-0.00018733406614046544,0.0002026385882345494
stream_00004.mat,4105.632914285714,3.7522285714285712,0.0007297348347492516,0.0007369928630396316
stream_00004.mat,4102.992457142857,3.6132571428571425,-0.0005807484849356115,0.0005815381946376874
stream_00006.mat,889.2781714285713,3.0573714285714284,0.0002085267915390432,0.0003699446388054639
stream_00006.mat,3549.052342857143,1.5286857142857142,7.988131255842745e-05,0.0001849736217991449
stream_00006.mat,6574.321371428571,3.0573714285714284,0.00020111129560973495,0.00021381509941420518
stream_00006.mat,886.6377142857142,2.640457142857143,-0.00019079880439676344,0.00019157796583613163
stream_00006.mat,3550.3030857142853,2.084571428571428,-0.00012044989853166044,0.00016883862190297805
stream_00006.mat,3950.957714285714,2.3625142857142856,-0.00015025271568447351,0.00018685509712668136
stream_00006.mat,4358.282971428572,1.9455999999999998,-0.00016141784726642072,0.0003625291428761557
stream_00006.mat,6571.958857142857,2.5014857142857143,-0.0001261525903828442,0.0001298613394737913
stream_00007.mat,8307.989942857143,3.0573714285714284,0.0002431803586659953,0.0002468233947183762
stream_00007.mat,8257.821257142856,2.3625142857142856,-0.00018609037215355784,0.00020366675926197786
stream_00008.mat,326.44388571428567,3.8911999999999995,0.0007848542300052941,0.0009565546206431463
stream_00008.mat,2734.262857142857,1.3897142857142857,8.03522125352174e-05,0.00017772950377548113
stream_00008.mat,6565.983085714285,0.5558857142857142,5.5071868700906634e-05,0.00020140297419857234
stream_00008.mat,323.94239999999996,3.8911999999999995,-0.00065681739943102,0.000657582245253252
stream_00008.mat,2735.5135999999998,2.223542857142857,-0.0001463311054976657,0.00020140297419857234
stream_00008.mat,6568.206628571428,2.5014857142857143,-0.00017170039063785225,0.00021934214964858256
stream_00008.mat,6972.196571428572,1.9455999999999998,-0.00016019318718463182,0.00016367517605431203
stream_00009.mat,429.5606857142857,2.223542857142857,-0.0001797172153601423,0.00021725280384998769
stream_00009.mat,1782.1695999999997,2.084571428571428,-0.0001756621932145208,0.00017837398695519369
stream_00010.mat,7714.442971428572,2.084571428571428,0.0001263459853362292,0.00022400419402401894
stream_00010.mat,8446.405485714286,3.196342857142857,0.0002538786211516708,0.00025792452242967556
stream_00010.mat,7712.775314285714,2.084571428571428,-9.765820868778974e-05,9.846320290307631e-05
stream_00010.mat,8444.042971428571,3.0573714285714284,-0.00014853016182314605,0.00027487614715937525
stream_00011.mat,3281.1154285714283,3.196342857142857,0.00041597973904572427,0.0005878079537069425
stream_00011.mat,3279.030857142857,2.7794285714285714,-0.0003439722640905529,0.0003447763608619425
stream_00011.mat,3493.4637714285714,2.223542857142857,-0.00014252080291043967,0.0001845221995608881
stream_00011.mat,5436.145371428571,1.9455999999999998,-0.00015735108172520995,0.00019863564375555143
stream_00011.mat,6340.293485714285,2.223542857142857,-0.00017182821466121823,0.00018835906121239532
stream_00011.mat,9339.713828571428,2.7794285714285714,-0.00015732939937151968,0.00016329596201103413
stream_00013.mat,2415.601371428571,2.084571428571428,0.00011584391904762015,0.0002091054993798025
stream_00013.mat,6908.686628571428,4.030171428571428,0.0008245315402746201,0.0008324126165462076
stream_00013.mat,2413.9337142857144,2.084571428571428,-9.326158033218235e-05,9.407163372543437e-05
stream_00013.mat,6906.046171428571,4.030171428571428,-0.000624936365056783,0.0007407802841044031
stream_00014.mat,5801.779199999999,1.5286857142857142,6.506747740786523e-05,0.00021066029148641974
stream_00014.mat,6215.358171428571,1.6676571428571427,6.105784268584102e-05,0.00022698979591950774
stream_00014.mat,8174.855314285713,1.8066285714285713,5.288716056384146e-05,0.00021653881412930787
stream_00014.mat,3221.4966857142854,2.3625142857142856,-0.0001455928140785545,0.00015914323012111709
stream_00014.mat,5803.3078857142855,2.084571428571428,-0.00016593195323366672,0.00022698979591950774
stream_00014.mat,6217.1648,2.3625142857142856,-0.0001912738662213087,0.00024416102678515017
stream_00014.mat,8176.800914285714,2.223542857142857,-0.0001636516535654664,0.00017549574658914935
stream_00015.mat,1957.8294857142855,1.5286857142857142,5.879415402887389e-05,0.00012356707156868652
stream_00015.mat,1959.4971428571428,2.3625142857142856,-0.00018584333884064108,0.0001974524657271104
