File Name,Location (ms),Width time (ms),Amplitude,Prominence
stream_00000.mat,1288.5430857142856,2.7794285714285714,0.0005508962785825133,0.0011752619175240397
stream_00000.mat,4124.255085714285,2.5014857142857143,0.00018394192738924176,0.0007888330292189494
stream_00000.mat,5496.597942857143,2.084571428571428,0.00019598077051341534,0.0003396663087187335
stream_00000.mat,7725.421714285714,4.169142857142856,0.0002751845750026405,0.000845530885271728
stream_00000.mat,7844.6592,2.640457142857143,0.0002288174000568688,0.00042612610559444875
stream_00000.mat,8935.584914285715,2.5014857142857143,0.0003439704596530646,0.0009671526204328984
stream_00000.mat,19590.246399999996,2.3625142857142856,0.00022012554109096527,0.0007643616991117597
stream_00000.mat,22091.45417142857,2.5014857142857143,0.00023247682838700712,0.000751427054638043
stream_00000.mat,22458.477714285713,2.084571428571428,0.0001633419597055763,0.00023099148529581726
stream_00000.mat,1286.8754285714285,2.7794285714285714,-0.000994217931292951,0.0009952874132750367
stream_00000.mat,3271.8043428571427,2.640457142857143,-0.000501225411426276,0.0006191849970491603
stream_00000.mat,4122.4484571428575,2.9183999999999997,-0.0006243656389415264,0.000968336098594591
stream_00000.mat,5260.2075428571425,2.7794285714285714,-0.0005399149958975613,0.0006567082964465953
stream_00000.mat,5494.652342857143,3.196342857142857,-0.0006048911018297076,0.0007888330292189494
stream_00000.mat,7800.327314285714,3.196342857142857,-0.00019730870553757995,0.00042612610559444875
stream_00000.mat,8933.778285714285,3.3353142857142855,-0.0005703463102690876,0.000845530885271728
stream_00000.mat,17856.021942857144,3.196342857142857,-0.0005054828943684697,0.0006504713528556749
stream_00000.mat,19588.439771428573,2.7794285714285714,-0.0005442361580207944,0.0007643616991117597
stream_00000.mat,22089.50857142857,3.196342857142857,-0.0006231821607798338,0.0008556589891668409
stream_00000.mat,22456.532114285714,3.196342857142857,-0.0005189502262510359,0.0006822921859566122
stream_00001.mat,4456.813714285715,3.0573714285714284,0.00048060633707791567,0.0010601236135698855
stream_00001.mat,5911.149714285714,2.7794285714285714,0.00027237844187766314,0.0009042146848514676
stream_00001.mat,10475.388342857143,2.9183999999999997,0.00017854382167570293,0.0003337333182571456
stream_00001.mat,12172.6464,2.223542857142857,0.00017896444478537887,0.0005292269197525457
stream_00001.mat,14362.141257142855,2.7794285714285714,0.0004258164844941348,0.0009236589248757809
stream_00001.mat,16011.037257142856,2.640457142857143,0.0002695690782275051,0.0007431170961353928
stream_00001.mat,16117.3504,2.640457142857143,0.00038800472975708544,0.0006846496253274381
stream_00001.mat,16849.17394285714,3.3353142857142855,0.0006339907413348556,0.0012682705419138074
stream_00001.mat,19863.464228571425,2.9183999999999997,0.0004932649899274111,0.0009538073209114373
stream_00001.mat,20224.928914285712,2.640457142857143,0.00040851099765859544,0.0009191345598082989
stream_00001.mat,24103.760457142853,2.5014857142857143,0.0003740559332072735,0.0010011960403062403
stream_00001.mat,26102.725485714283,1.6676571428571427,0.00015141474432311952,0.0007291927759069949
stream_00001.mat,27096.23222857143,2.9183999999999997,0.0003387980395928025,0.0009690387523733079
stream_00001.mat,29124.103314285712,2.3625142857142856,0.00019269759650342166,0.00027544140903046355
stream_00001.mat,1704.3455999999999,2.9183999999999997,-0.00015738842193968594,0.00017506976291770115
stream_00001.mat,3091.8363428571424,2.3625142857142856,-0.00021664945234078914,0.0002250936122436542
stream_00001.mat,4525.4655999999995,2.7794285714285714,-0.0006342798005789518,0.0011148861376568675
stream_00001.mat,5909.343085714285,2.5014857142857143,-0.00047045553219504654,0.0007342446187976748
